       -0.44       -0.04
        -0.6       -0.36
        -0.6        -0.2
       -0.52       -0.24
       -0.52       -0.32
       -0.52        -0.2
        -0.6         0.2
       -0.52       -0.04
       -0.52       -0.08
       -0.36       -0.16
       -0.44       -0.16
       -0.52           0
       -0.44           0
        -0.6        -0.2
        -0.6        -0.2
        -0.6       -0.24
       -0.44       -0.16
       -0.52        0.12
        -0.6       -0.08
       -0.68       -0.24
       -0.52        -0.4
       -0.68       -0.08
       -0.52       -0.04
       -0.52        0.12
       -0.36       -0.04
       -0.36        0.16
        -0.2           0
       -0.44       -0.04
       -0.44       -0.12
       -0.36       -0.12
       -0.04        0.28
       -0.44        0.48
       -0.36        0.32
       -0.52         0.2
       -0.28       -0.16
       -0.28       -0.08
       -0.36        0.04
       -0.68        0.16
       -0.44           0
       -0.44         0.2
        -0.6        0.48
       -0.76        0.48
        -0.6         0.2
       -0.52       -0.04
       -0.44        0.04
       -0.44        0.08
       -0.52       -0.24
       -0.44       -0.12
       -0.36       -0.12
       -0.44       -0.16
       -0.52       -0.04
       -0.68        0.08
       -0.44         0.2
       -0.68       -0.16
        -0.6       -0.08
       -0.84        0.08
        -0.6        -0.2
       -0.68       -0.08
       -0.44       -0.12
       -0.68       -0.24
        -0.6        -0.4
       -0.68       -0.44
       -0.28        -0.4
       -0.68       -0.08
       -0.44       -0.12
        -0.6        -0.2
       -0.36       -0.16
       -0.44        0.16
       -0.36        0.04
       -0.52       -0.08
       -0.28        0.08
       -0.44        -0.2
       -0.44        0.12
       -0.36        0.32
        -0.6         0.2
       -0.44         0.2
       -0.28       -0.04
       -0.44         0.2
       -0.28        0.16
       -0.28        0.24
       -0.68         0.2
       -0.52        0.24
        -0.6        0.08
       -0.68       -0.16
        -0.6        -0.2
       -0.44       -0.32
        -0.6        -0.4
       -0.76       -0.56
       -0.68       -0.28
        -0.6           0
       -0.28        0.08
       -0.36        0.08
       -0.36           0
       -0.44       -0.16
       -0.28       -0.24
        -0.6        0.04
       -0.44        0.28
       -0.44        0.12
       -0.52        0.12
       -0.28       -0.04
