            0            0          100          100
     -1.04698     0.789635      99.6681      99.6767
     -1.01988      1.08752      99.6977      99.7089
     0.163501     0.756076      100.087       100.09
    -0.585212      1.30504      100.083      100.093
    -0.585212      1.30504      100.083      100.093
     -1.73393      0.24043      100.774      100.789
     -2.65507      0.91216      100.597      100.636
     -1.96433     0.327509      101.053      101.073
      -2.2602    -0.410719       100.01      100.036
     -2.40407     -1.05278      100.372      100.406
     -1.39183     -1.60735      99.3372      99.3599
     -2.01717      -1.1549      99.3592      99.3863
      -2.8254    -0.763791      98.9027       98.946
     -2.82517     0.150906      98.8003      98.8408
     -2.68543     0.483396      99.2622      99.2997
     -2.68543     0.483396      99.2622      99.2997
      -3.4199     0.244015      99.1376      99.1969
     -3.08145     0.018856      99.0579      99.1059
     -3.65829     -0.55408      98.9556      99.0248
     -3.65829     -0.55408      98.9556      99.0248
     -3.65829     -0.55408      98.9556      99.0248
     -3.44534    -0.334911      99.0614      99.1218
     -2.78627    0.0232771      99.3289      99.3679
     -3.57437     0.380294      99.9668      100.031
     -3.04473     0.194998      99.1899      99.2368
     -3.55038     0.195243      98.9723      99.0361
     -2.95423     0.440383      98.8903      98.9354
     -2.27546      0.16203      98.8846      98.9109
     -2.27546      0.16203      98.8846      98.9109
     -2.77128     0.911728       99.097        99.14
      -3.6075      1.52095      98.6651      98.7428
     -3.86652     0.434503      98.1487      98.2258
     -4.21302      1.52321      99.3142      99.4151
      -4.4351      1.98466      99.2541       99.373
     -4.28694      1.75772      99.6535      99.7611
     -4.06772      2.57054      98.7933      98.9105
     -4.60326      2.04521      98.5608      98.6895
     -4.60326      2.04521      98.5608      98.6895
     -5.51268      1.24293       98.229      98.3914
     -5.50456      1.29205      98.0958      98.2586
     -4.38688      1.55111      98.5753       98.685
     -3.28993      2.49232      98.8269       98.913
     -3.00956      2.75237      98.7769      98.8611
     -2.79451      3.14156      97.8032      97.8935
     -2.70107      3.23246      97.5995      97.6904
      -1.7398      3.16981      97.9561      98.0228
     -1.67152      2.48473      96.9959      97.0421
    -0.519058      3.42868      96.3939      96.4562
    -0.519058      3.42868      96.3939      96.4562
     0.469663      4.42045      96.1215      96.2243
      1.52229      5.40442      95.9636      96.1277
      1.38988      4.80328      95.3035      95.4346
      2.35912      4.99906      94.6637       94.825
      2.20755      4.84543      93.7962      93.9472
      2.20755      4.84543      93.7962      93.9472
      2.20755      4.84543      93.7962      93.9472
      2.84025      4.30743       93.298      93.4406
      1.81528      4.26149      93.1633      93.2783
      1.81528      4.26149      93.1633      93.2783
      1.81528      4.26149      93.1633      93.2783
      1.81528      4.26149      93.1633      93.2783
      2.53761      5.10373      93.1191      93.2933
      3.40237      5.95729      92.1596      92.4146
      3.82823      5.81832      92.4837      92.7456
      3.30961      4.74332       92.225      92.4062
      3.30961      4.74332       92.225      92.4062
      3.63679      4.98089      91.0399      91.2485
      3.63942      5.28442      90.8075       91.034
      4.32413      4.71687       91.001      91.2257
      3.12711      4.80049      89.8096      89.9921
      3.12711      4.80049      89.8096      89.9921
      3.12711      4.80049      89.8096      89.9921
      3.12711      4.80049      89.8096      89.9921
      2.61915      4.33706      88.7318      88.8763
      2.61915      4.33706      88.7318      88.8763
      3.51198      4.47093      87.6875      87.8716
        4.142       5.2174       87.487      87.7403
      5.05923      5.47487      86.7934      87.1129
      4.29184      5.34728      85.9148      86.1879
      4.29184      5.34728      85.9148      86.1879
      3.20013      6.23839      84.8598      85.1489
      3.67005      6.55732      85.2606      85.5911
       3.2935      6.60058       85.829      86.1454
       3.2935      6.60058       85.829      86.1454
       3.2935      6.60058       85.829      86.1454
      2.69745      6.46774      85.0009      85.2892
      2.69745      6.46774      85.0009      85.2892
      2.19505      6.84717       84.877       85.181
      2.19505      6.84717       84.877       85.181
      2.19505      6.84717       84.877       85.181
       2.0585      7.79863      84.6395      85.0229
      2.37691      8.58279      84.7377      85.2044
      1.38912      9.42912      85.1012      85.6332
     0.696942      9.60974      84.7016      85.2478
     0.696942      9.60974      84.7016      85.2478
     0.696942      9.60974      84.7016      85.2478
      0.22155      10.4641      84.8307      85.4739
      0.22155      10.4641      84.8307      85.4739
     0.320355      10.7367      84.1508      84.8336
     0.320355      10.7367      84.1508      84.8336
     0.320355      10.7367      84.1508      84.8336
   0.00951712      10.2713      84.6325      85.2535
   0.00951712      10.2713      84.6325      85.2535
   0.00951712      10.2713      84.6325      85.2535
    -0.347462      10.6022      83.4924      84.1636
    -0.347462      10.6022      83.4924      84.1636
     0.801833      9.51517      83.4957      84.0399
     0.801833      9.51517      83.4957      84.0399
     0.727226      10.3016       83.574      84.2096
     0.727226      10.3016       83.574      84.2096
      0.39328      9.82132       83.825      84.3993
      0.39328      9.82132       83.825      84.3993
      0.39328      9.82132       83.825      84.3993
      0.30333      9.13692      83.9535      84.4497
     0.204633       10.262      83.5605      84.1885
      0.54077      10.3976      82.4089       83.064
      0.54077      10.3976      82.4089       83.064
      0.54077      10.3976      82.4089       83.064
    -0.357446      10.5697      82.1261      82.8042
    -0.100076      11.5759      81.4604      82.2789
     0.317264       10.663      81.0293      81.7285
      1.33586      9.49866      81.3953      81.9585
      1.33586      9.49866      81.3953      81.9585
      1.23576      9.68242      81.0266      81.6124
      1.23576      9.68242      81.0266      81.6124
      1.94254      10.5222      80.4206      81.1293
      1.94254      10.5222      80.4206      81.1293
      2.95103      9.38579      80.5078      81.1068
      2.95103      9.38579      80.5078      81.1068
      3.67815      8.73238      79.7184      80.2796
      3.28415      8.85824      78.6875      79.2527
       4.3549      8.53697      78.3901      78.9737
