    0.0323165    0.0969496     0.161583     0.226216     0.290849     0.355482     0.420115     0.484748     0.549381     0.614014     0.678647      0.74328     0.807913     0.872546     0.937179      1.00181      1.06645      1.13108      1.19571      1.26034      1.32498      1.38961      1.45424      1.51888      1.58351      1.64814      1.71278      1.77741      1.84204      1.90667      1.97131      2.03594      2.10057      2.16521      2.22984      2.29447      2.35911      2.42374      2.48837      2.55301      2.61764      2.68227       2.7469      2.81154      2.87617       2.9408      3.00544      3.07007       3.1347      3.19934      3.26397       3.3286      3.39323      3.45787       3.5225      3.58713      3.65177       3.7164      3.78103      3.84567       3.9103      3.97493      4.03957       4.1042      4.16883      4.23346       4.2981      4.36273      4.42736        4.492      4.55663      4.62126       4.6859      4.75053      4.81516      4.87979      4.94443      5.00906      5.07369      5.13833      5.20296      5.26759      5.33223      5.39686      5.46149      5.52612      5.59076      5.65539      5.72002      5.78466      5.84929      5.91392      5.97856      6.04319      6.10782      6.17246      6.23709      6.30172      6.36635      6.43099
            0            0            0            0            0            0            0            0            0            0            0            0            0   0.00239473     0.202404      1.11189      2.13643      2.36327       2.2914      2.06303      1.77685      1.55594      1.40736      1.35142      1.28264      1.20182      1.16786      1.16415      1.14839      1.13984      1.14354      1.14733      1.09539       1.0938      1.11642      1.11262      1.08428      1.06402      1.08414      1.09878      1.06396      1.04905      1.05079      1.06637      1.05095      1.02931      1.03388      1.05012      1.03798      1.04173      1.04155      1.03565      1.02826      1.03579      1.03157      1.03457      1.02152       1.0143     0.998864      1.02076      1.02201     0.999956      1.02081     0.982248     0.992592       1.0018      1.00098     0.991422     0.996698      1.00063      0.99533     0.991897     0.992593     0.987227     0.980255     0.990079     0.978614     0.972896     0.983448      0.99002     0.975414     0.988831     0.985309     0.977851     0.984441     0.993652     0.995145     0.977833     0.969658     0.977382     0.983517     0.972229     0.976174     0.972686     0.987706     0.972659     0.973916     0.969635     0.972593      0.97193
            0            0            0            0            0            0            0            0            0            0            0            0            0            0     0.152581      1.02286      2.10597      2.26064      2.15811      1.81965       1.7192      1.51061      1.38451      1.23837        1.223      1.14341      1.15543       1.0686      1.04385      1.06359      1.02339      1.05185      1.06728      1.05062      1.04195      1.03328       1.0479      1.02862      1.03612      1.01931     0.993951       1.0005      1.00159     0.968536     0.971579     0.997992      1.00965      1.00842      0.99028      0.97972     0.985905     0.977211      0.97527     0.980874     0.976815     0.962699     0.959015     0.973359     0.987254      0.98401     0.975847     0.972943     0.981292     0.993889      0.99616     0.983786     0.981525     0.979443     0.986602     0.987884     0.972489       0.9831      0.97897     0.985327      1.00295      1.00616     0.999094     0.991616     0.995564     0.988327     0.992528     0.997376     0.987682      1.00381     0.996182     0.997833     0.997946     0.991434     0.980417      1.00006      1.00308     0.986962     0.978674     0.977281     0.989955     0.989057     0.983833     0.980199     0.981257     0.976826
            0            0            0            0            0            0            0            0            0            0            0            0            0            0     0.154657      1.11734       2.0258      2.38536      2.20467       1.8782      1.78257      1.47755       1.4466      1.34233      1.22155       1.2082      1.16599      1.11883      1.11238       1.1125      1.10364      1.09805      1.13796       1.1189      1.09074      1.08767      1.05986      1.07644      1.06013      1.04365      1.03068      1.03346      1.05042      1.02322      1.01358      1.05325      1.03307      1.03029      1.04578      1.01812      1.01749      1.01409       1.0304      1.01344      1.00952      1.00203      1.00996     0.999111     0.986808     0.987834      1.00937     0.984372      1.00829      0.98279     0.988656      1.00205     0.984733     0.988355     0.984927     0.996517     0.984876     0.987584     0.980673     0.995511     0.977423     0.978282      0.96899     0.978312     0.981605     0.987429     0.977267     0.987089      0.98348     0.983205     0.975482     0.984424     0.988842     0.981112     0.983149     0.982615      0.96971     0.987562     0.982349     0.992764     0.995089     0.982857     0.980715     0.983506     0.982247     0.981324
            0            0            0            0            0            0            0            0            0            0            0            0            0            0     0.181645      1.07646       1.9769      2.28487      2.14153      1.86729      1.61584      1.42183      1.33536      1.21901      1.18191      1.12024      1.12403        1.066       1.0546      1.04603      1.05225      1.05295      1.05653      1.03603      1.06451        1.039      1.02775      1.03669     0.999007      1.01959     0.961076      1.00253     0.974159     0.987457     0.965736     0.995672      0.96906     0.981906     0.966707     0.950853      0.95971     0.975318     0.953646      0.99468     0.973728     0.981339     0.975565     0.970982     0.991847     0.987217     0.977994     0.976752     0.968494     0.981003     0.974855      1.00404     0.969676      0.96665     0.974645     0.981647     0.982504     0.993221     0.972075     0.978659     0.990049     0.980082     0.987567     0.985618     0.985432     0.980314     0.978277     0.992216     0.989158     0.995323     0.986764     0.981796     0.993394     0.981312     0.988333     0.978309     0.980692      0.98558     0.989697     0.982326     0.976363     0.981181     0.982168      0.97765     0.984924     0.980376
            0            0            0            0            0            0            0            0            0            0            0            0            0            0     0.147392       1.1355      2.08112      2.38607      2.13133       1.9333      1.70829      1.50211      1.39313      1.26565      1.19464      1.16624       1.1548       1.0891       1.1406      1.11426      1.09074      1.08155      1.14272       1.0833      1.09624      1.08057      1.08461      1.06153      1.03332      1.05513       1.0424      1.02788      1.06456      1.03464      1.01744      1.00949      1.01944      1.03203      1.04058      1.03648      1.01141      1.01252      1.00275     0.997654      1.00173      1.01635       1.0194      1.00532     0.996058      1.01404     0.997319      1.01456      1.00231     0.999628      0.98556     0.980021     0.989226     0.990608     0.988882     0.989421     0.988258     0.991897      1.00132     0.977851      0.98348     0.983338     0.988649     0.998049     0.969772     0.982697     0.980433     0.979891      0.97729     0.981608     0.970712     0.980243      0.97332     0.980485      0.97487     0.980844     0.972562     0.974811     0.968111     0.972536     0.978808     0.977064     0.988662     0.970622     0.970748     0.977112
            0            0            0            0            0            0            0            0            0            0            0            0            0            0     0.157771      1.09372      2.15567       2.3148      2.12941      1.91838      1.65116      1.55641      1.42892       1.3277       1.2761      1.20618      1.17408      1.14827      1.10539      1.09319      1.08651      1.09695      1.10655      1.07727      1.07827       1.0875      1.06232       1.0592      1.07029      1.08059      1.05784      1.04651       1.0694      1.03868      1.03321       1.0155      1.02489      1.02941      1.03585       1.0142      1.00054      1.01088      1.01677      0.99918      1.00357      1.01536     0.995808     0.998913      1.00512      1.00103     0.990937     0.993549      1.00588     0.989341     0.980523     0.972591     0.990263      0.96871      0.97525     0.989918     0.985447     0.975797     0.984535     0.962454     0.969949     0.970814     0.969064     0.968935     0.973705     0.961868     0.965576     0.962964      0.97575     0.972465     0.964689     0.963728     0.968564     0.963889     0.957281     0.969506     0.963766     0.970691     0.968187     0.953582     0.967097     0.968063     0.968547     0.966327     0.968408     0.973474
            0            0            0            0            0            0            0            0            0            0            0            0            0            0     0.137012      1.16457      2.32803      2.41743      2.17023      1.92297      1.70258      1.51816       1.4065      1.25972      1.29683      1.12763      1.08144      1.09718      1.09652      1.07061      1.06586      1.06065      1.08857       1.0761      1.05388      1.05684      1.03446      1.03312      1.02655      1.00559      1.02709     0.994924      1.01151     0.991841     0.986241     0.999468     0.994301     0.997677     0.969305     0.999857      1.00962     0.986595     0.976616     0.975917     0.971744     0.976874     0.973171     0.958238     0.966522     0.970012     0.955628     0.961745     0.969723     0.950575     0.957223     0.964093     0.952299     0.965452     0.974272     0.965105     0.962079      0.96747     0.956209     0.962616     0.977383     0.961737     0.966826     0.970425     0.964175     0.974614     0.968608     0.956324     0.968148     0.969835     0.969031     0.966744      0.97615     0.987613     0.980612     0.977736     0.978186     0.980912     0.969769     0.972212        0.967     0.969332     0.971736     0.982679     0.976194     0.976804
            0            0            0            0            0            0            0            0            0            0            0            0            0            0     0.213822      1.13369       2.3625      2.57351      2.39025      2.12044       1.8932      1.62158      1.47549       1.3862      1.33283      1.23103      1.23003      1.19619      1.14598      1.11275      1.13978      1.15217      1.06459      1.12006       1.1023      1.11417      1.08575      1.09382      1.06352      1.08689      1.07048      1.05742      1.04837      1.03303      1.00344      1.03226      1.02449      1.04306      1.00856      0.99157      1.00577      1.00363      1.03095      1.00955      1.02047      1.00792      1.00066       0.9933      0.99408      1.00011      1.00209      1.01092      1.02148     0.996109     0.997787      1.00282      1.00004      1.00268     0.994791     0.984675      1.00912     0.993904     0.989644     0.995107      1.00043     0.997662     0.991783     0.989362     0.984121      1.00363     0.993202     0.990803     0.992622     0.990626     0.984808     0.999356     0.999784     0.990208     0.985574     0.994089     0.982878     0.979009     0.990922     0.992839     0.992302     0.983192     0.993797     0.984746      0.98857     0.969394
            0            0            0            0            0            0            0            0            0            0            0            0            0   0.00119736      0.13286       1.1564      2.08593      2.34474      1.99804      1.80932      1.72491      1.45347      1.35562       1.2613        1.159      1.15751      1.11719      1.09689      1.05702       1.0523      1.06704      1.04305      1.05467      1.04692      1.03884      1.05441      1.06003      1.03514      1.03082      1.02378      1.01977       1.0474        1.008      1.02022       1.0127       1.0271      1.01449     0.992452     0.995756     0.978295     0.988815      1.01763     0.985567     0.987281      1.00129     0.977158      0.98172     0.981414     0.989806     0.978522     0.997319     0.976406     0.983137     0.968875      0.98089     0.978087     0.984092     0.978724      0.98944     0.995749     0.969897      0.97016     0.987526     0.987106     0.976951     0.969742     0.983165     0.982674     0.988053     0.980417     0.972146     0.971444     0.970458     0.973029     0.965606     0.979616     0.976704     0.968081      0.97317     0.967434     0.972535     0.964276     0.970331     0.979329     0.967562     0.967369     0.965218     0.963985      0.96249     0.981986
