          0.4          0.4     0.333237
          0.4        0.424     0.265894
          0.4        0.448     0.211476
          0.4        0.472     0.197663
          0.4        0.496    0.0980173
          0.4         0.52     0.110094
          0.4        0.544    0.0428803
          0.4        0.568    0.0277587
          0.4        0.592  -0.00339169
          0.4        0.616   -0.0537369
          0.4         0.64   -0.0789493
          0.4        0.664   -0.0701629
          0.4        0.688    -0.141515
          0.4        0.712    -0.155381
          0.4        0.736    -0.148336
          0.4         0.76    -0.200582
          0.4        0.784    -0.201046
          0.4        0.808    -0.225796
          0.4        0.832    -0.248705
          0.4        0.856    -0.244486
          0.4         0.88    -0.257411
          0.4        0.904    -0.250349
          0.4        0.928     -0.24992
          0.4        0.952    -0.277158
          0.4        0.976    -0.236964
        0.428          0.4      0.22825
        0.428        0.424     0.135828
        0.428        0.448      0.12211
        0.428        0.472    0.0851907
        0.428        0.496    0.0470516
        0.428         0.52    0.0457001
        0.428        0.544    -0.014283
        0.428        0.568   -0.0537719
        0.428        0.592   -0.0403118
        0.428        0.616    -0.095906
        0.428         0.64    -0.129469
        0.428        0.664    -0.108284
        0.428        0.688    -0.136276
        0.428        0.712    -0.166424
        0.428        0.736     -0.19885
        0.428         0.76    -0.230547
        0.428        0.784    -0.230107
        0.428        0.808    -0.250375
        0.428        0.832    -0.225732
        0.428        0.856    -0.291246
        0.428         0.88    -0.267096
        0.428        0.904    -0.273262
        0.428        0.928    -0.215418
        0.428        0.952    -0.236521
        0.428        0.976    -0.234343
        0.456          0.4     0.222385
        0.456        0.424       0.1581
        0.456        0.448      0.12431
        0.456        0.472    0.0763636
        0.456        0.496    0.0197581
        0.456         0.52   -0.0113202
        0.456        0.544   -0.0371442
        0.456        0.568   -0.0796968
        0.456        0.592   -0.0843339
        0.456        0.616    -0.122011
        0.456         0.64    -0.138587
        0.456        0.664    -0.159516
        0.456        0.688    -0.207769
        0.456        0.712    -0.195868
        0.456        0.736    -0.217906
        0.456         0.76    -0.219069
        0.456        0.784    -0.251727
        0.456        0.808    -0.236182
        0.456        0.832    -0.249192
        0.456        0.856    -0.269396
        0.456         0.88      -0.2545
        0.456        0.904    -0.227976
        0.456        0.928     -0.25356
        0.456        0.952    -0.267301
        0.456        0.976    -0.238847
        0.484          0.4     0.214518
        0.484        0.424    0.0908303
        0.484        0.448    0.0575961
        0.484        0.472  -0.00477372
        0.484        0.496   -0.0677794
        0.484         0.52   -0.0644585
        0.484        0.544   -0.0697927
        0.484        0.568    -0.131511
        0.484        0.592    -0.155412
        0.484        0.616    -0.157058
        0.484         0.64    -0.182898
        0.484        0.664    -0.208378
        0.484        0.688    -0.242581
        0.484        0.712    -0.218316
        0.484        0.736    -0.239161
        0.484         0.76    -0.262064
        0.484        0.784     -0.26602
        0.484        0.808     -0.26908
        0.484        0.832    -0.270919
        0.484        0.856    -0.213855
        0.484         0.88    -0.257482
        0.484        0.904      -0.2551
        0.484        0.928    -0.242666
        0.484        0.952    -0.196608
        0.484        0.976    -0.226882
        0.512          0.4      0.18364
        0.512        0.424    0.0336488
        0.512        0.448     0.015953
        0.512        0.472   -0.0490699
        0.512        0.496   -0.0972433
        0.512         0.52    -0.118831
        0.512        0.544    -0.185891
        0.512        0.568    -0.168978
        0.512        0.592    -0.192331
        0.512        0.616     -0.18251
        0.512         0.64    -0.202636
        0.512        0.664     -0.24206
        0.512        0.688    -0.232942
        0.512        0.712    -0.256626
        0.512        0.736    -0.264807
        0.512         0.76    -0.271019
        0.512        0.784    -0.272807
        0.512        0.808    -0.280404
        0.512        0.832    -0.257181
        0.512        0.856    -0.283974
        0.512         0.88    -0.270791
        0.512        0.904    -0.276359
        0.512        0.928    -0.313397
        0.512        0.952    -0.239596
        0.512        0.976    -0.211114
         0.54          0.4     0.148295
         0.54        0.424    0.0537349
         0.54        0.448   -0.0887205
         0.54        0.472    -0.113646
         0.54        0.496     -0.14252
         0.54         0.52    -0.179583
         0.54        0.544    -0.192738
         0.54        0.568    -0.210354
         0.54        0.592    -0.230472
         0.54        0.616    -0.247896
         0.54         0.64    -0.249508
         0.54        0.664    -0.270351
         0.54        0.688     -0.26976
         0.54        0.712    -0.285624
         0.54        0.736    -0.293622
         0.54         0.76     -0.27921
         0.54        0.784    -0.281417
         0.54        0.808    -0.254099
         0.54        0.832     -0.28734
         0.54        0.856    -0.251665
         0.54         0.88    -0.263365
         0.54        0.904    -0.253895
         0.54        0.928    -0.195283
         0.54        0.952    -0.237424
         0.54        0.976    -0.214851
        0.568          0.4     0.155189
        0.568        0.424    0.0114335
        0.568        0.448   -0.0708099
        0.568        0.472    -0.115634
        0.568        0.496    -0.194113
        0.568         0.52    -0.201026
        0.568        0.544    -0.229815
        0.568        0.568     -0.25126
        0.568        0.592     -0.27931
        0.568        0.616    -0.266069
        0.568         0.64    -0.293019
        0.568        0.664    -0.297651
        0.568        0.688    -0.295098
        0.568        0.712    -0.317502
        0.568        0.736    -0.313611
        0.568         0.76    -0.305534
        0.568        0.784    -0.300393
        0.568        0.808    -0.282784
        0.568        0.832     -0.28726
        0.568        0.856    -0.308618
        0.568         0.88    -0.327515
        0.568        0.904    -0.212742
        0.568        0.928    -0.221912
        0.568        0.952    -0.201783
        0.568        0.976    -0.212563
        0.596          0.4      0.26088
        0.596        0.424     0.018971
        0.596        0.448   -0.0733308
        0.596        0.472    -0.180102
        0.596        0.496    -0.213788
        0.596         0.52    -0.254554
        0.596        0.544    -0.259554
        0.596        0.568    -0.270051
        0.596        0.592    -0.292953
        0.596        0.616    -0.294717
        0.596         0.64    -0.303762
        0.596        0.664    -0.331746
        0.596        0.688    -0.327798
        0.596        0.712     -0.32042
        0.596        0.736    -0.305602
        0.596         0.76    -0.323178
        0.596        0.784    -0.316683
        0.596        0.808    -0.310911
        0.596        0.832     -0.23824
        0.596        0.856    -0.294039
        0.596         0.88    -0.245057
        0.596        0.904    -0.238195
        0.596        0.928    -0.234207
        0.596        0.952    -0.216711
        0.596        0.976      -0.1349
        0.624          0.4     0.162655
        0.624        0.424    -0.017355
        0.624        0.448    -0.139055
        0.624        0.472    -0.147822
        0.624        0.496    -0.262125
        0.624         0.52    -0.256437
        0.624        0.544    -0.291469
        0.624        0.568    -0.312265
        0.624        0.592    -0.315803
        0.624        0.616     -0.35913
        0.624         0.64    -0.335963
        0.624        0.664    -0.353669
        0.624        0.688    -0.359984
        0.624        0.712    -0.345923
        0.624        0.736     -0.28905
        0.624         0.76    -0.304491
        0.624        0.784    -0.335119
        0.624        0.808    -0.326073
        0.624        0.832     -0.30727
        0.624        0.856    -0.290702
        0.624         0.88    -0.226326
        0.624        0.904    -0.205579
        0.624        0.928    -0.239158
        0.624        0.952    -0.194518
        0.624        0.976   -0.0860417
        0.652          0.4     0.259154
        0.652        0.424     0.054848
        0.652        0.448   -0.0844134
        0.652        0.472     -0.19547
